,PassengerGroup,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars
4935,5260,1.0,G/849/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
4936,5262,1.0,G/850/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4937,5264,1.0,G/858/S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4938,5264,0.0,F/1012/S,37.0,0.0,0.0,0.0,163.0,0.0,486.0,1,1,0,0,1,0,0
4939,5265,0.0,F/1073/P,15.0,0.0,0.0,400.0,0.0,0.0,702.0,-1,0,0,1,1,0,0
4940,5266,0.0,A/64/S,20.0,0.0,0.0,290.0,0.0,1866.0,217.0,-1,1,0,0,0,1,0
4941,5266,0.0,C/205/S,36.0,1.0,13.0,196.0,3.0,0.0,12323.0,-1,1,0,0,0,1,0
4943,5269,0.0,E/336/S,21.0,0.0,38.0,1.0,591.0,1.0,31.0,1,0,0,1,1,0,0
4944,5271,0.0,F/1075/P,28.0,0.0,89.0,3.0,571.0,258.0,0.0,-1,0,0,1,1,0,0
4945,5272,1.0,F/1076/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
4946,5273,0.0,F/1077/P,26.0,0.0,0.0,0.0,827.0,1.0,0.0,-1,0,0,1,1,0,0
4947,5274,0.0,F/1078/P,25.0,0.0,662.0,34.0,0.0,79.0,148.0,-1,0,0,1,1,0,0
4948,5275,0.0,F/1014/S,29.0,0.0,0.0,10.0,0.0,594.0,120.0,-1,0,0,1,1,0,0
4949,5276,0.0,B/179/P,39.0,1.0,0.0,2868.0,0.0,5.0,1968.0,1,1,0,0,0,1,0
4950,5277,0.0,F/1079/P,18.0,0.0,0.0,0.0,0.0,87.0,1232.0,1,0,0,1,1,0,0
4951,5278,1.0,B/203/S,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
4955,5282,0.0,E/337/S,35.0,0.0,35.0,0.0,14.0,0.0,816.0,1,0,0,1,1,0,0
4956,5282,0.0,F/1016/S,26.0,0.0,0.0,196.0,0.0,0.0,487.0,1,0,0,1,1,0,0
4957,5282,1.0,G/860/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
4961,5291,0.0,G/854/P,27.0,0.0,3905.0,7.0,0.0,4.0,53.0,-1,1,0,0,1,0,0
4962,5292,0.0,C/206/S,25.0,0.0,0.0,4313.0,0.0,175.0,60.0,1,0,0,1,0,1,0
4963,5297,1.0,G/856/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4964,5298,1.0,G/862/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4965,5299,1.0,G/863/S,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4966,5300,1.0,G/864/S,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
4967,5301,1.0,B/181/P,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
4968,5301,1.0,B/181/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
4970,5303,0.0,G/857/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4971,5303,0.0,G/857/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4972,5303,1.0,G/857/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4973,5303,0.0,G/857/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
4974,5304,0.0,F/1019/S,18.0,0.0,1744.0,0.0,8.0,8.0,0.0,-1,0,0,1,0,0,1
4976,5305,0.0,F/1084/P,23.0,0.0,0.0,2891.0,0.0,6.0,0.0,1,0,0,1,1,0,0
4978,5310,0.0,F/1021/S,32.0,0.0,4702.0,0.0,449.0,190.0,0.0,-1,0,0,1,0,0,1
4979,5312,1.0,B/182/P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
4980,5313,0.0,F/1085/P,23.0,0.0,0.0,491.0,0.0,61.0,0.0,1,0,0,1,1,0,0
4982,5315,0.0,F/1086/P,18.0,0.0,454.0,0.0,0.0,324.0,0.0,-1,0,0,1,1,0,0
4983,5316,1.0,F/1087/P,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
4984,5320,1.0,E/330/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
4985,5320,0.0,E/330/P,32.0,0.0,0.0,1301.0,0.0,94.0,356.0,-1,0,0,1,0,1,0
4988,5325,0.0,F/1023/S,21.0,0.0,751.0,5.0,0.0,1.0,0.0,1,0,1,0,1,0,0
4989,5326,1.0,F/1092/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
4990,5327,0.0,B/183/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,1,0
4991,5330,0.0,F/1094/P,20.0,0.0,0.0,0.0,708.0,101.0,0.0,1,0,0,1,1,0,0
4992,5331,0.0,F/1095/P,23.0,0.0,0.0,1.0,292.0,0.0,340.0,-1,0,0,1,1,0,0
4993,5333,0.0,G/862/P,48.0,0.0,456.0,0.0,39.0,0.0,5.0,1,0,0,1,1,0,0
4994,5334,1.0,G/867/S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
4995,5334,0.0,G/867/S,30.0,0.0,0.0,674.0,39.0,0.0,10.0,1,0,0,1,1,0,0
4997,5340,0.0,G/868/S,36.0,0.0,0.0,0.0,33.0,677.0,0.0,-1,0,0,1,1,0,0
4998,5341,1.0,G/869/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
4999,5343,0.0,E/332/P,17.0,0.0,13.0,0.0,565.0,367.0,1.0,-1,0,0,1,0,0,1
5000,5344,0.0,C/168/P,38.0,0.0,0.0,439.0,0.0,434.0,10074.0,-1,1,0,0,0,1,0
5001,5344,1.0,C/168/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
5004,5346,0.0,E/334/P,21.0,0.0,37.0,0.0,31.0,696.0,63.0,1,0,0,1,1,0,0
5005,5347,0.0,C/169/P,18.0,0.0,0.0,3770.0,0.0,287.0,3491.0,-1,0,0,1,0,1,0
5006,5348,0.0,D/168/P,26.0,0.0,164.0,0.0,853.0,0.0,39.0,1,0,0,1,0,0,1
5007,5350,0.0,C/170/P,35.0,0.0,25.0,866.0,0.0,3198.0,459.0,-1,0,0,1,0,1,0
5009,5353,1.0,B/205/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
5010,5353,0.0,B/205/S,39.0,0.0,43.0,9365.0,144.0,0.0,118.0,1,0,0,1,0,1,0
5011,5354,0.0,D/161/S,49.0,0.0,1690.0,0.0,85.0,0.0,0.0,-1,0,1,0,0,0,1
5012,5354,0.0,E/339/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
5013,5355,0.0,F/1098/P,27.0,0.0,0.0,686.0,0.0,101.0,9.0,1,0,0,1,1,0,0
5015,5356,0.0,E/340/S,29.0,0.0,0.0,32.0,0.0,4517.0,0.0,-1,0,0,1,1,0,0
5017,5360,1.0,F/1100/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5019,5362,1.0,E/336/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
5020,5363,1.0,F/1102/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5021,5365,0.0,E/337/P,60.0,0.0,943.0,53.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5022,5366,1.0,E/338/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5023,5367,1.0,C/209/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5025,5367,0.0,C/209/S,46.0,0.0,0.0,8221.0,0.0,1010.0,160.0,1,1,0,0,0,1,0
5026,5368,0.0,G/870/S,18.0,0.0,0.0,0.0,55.0,2288.0,1.0,-1,0,0,1,1,0,0
5029,5375,1.0,C/210/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5030,5375,1.0,C/210/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5031,5378,0.0,C/173/P,30.0,0.0,0.0,95.0,0.0,1202.0,5558.0,-1,0,0,1,0,1,0
5032,5379,0.0,F/1030/S,42.0,0.0,0.0,0.0,8.0,3409.0,0.0,-1,0,0,1,1,0,0
5033,5380,0.0,F/1104/P,36.0,0.0,386.0,0.0,756.0,6.0,0.0,-1,0,0,1,0,0,1
5035,5384,0.0,A/65/S,34.0,1.0,0.0,5210.0,0.0,1332.0,2.0,1,0,0,1,0,1,0
5036,5384,0.0,A/65/S,26.0,0.0,0.0,4894.0,0.0,62.0,85.0,1,0,0,1,0,1,0
5037,5385,0.0,D/170/P,31.0,0.0,2048.0,0.0,1040.0,136.0,0.0,-1,0,0,1,0,0,1
5038,5387,0.0,D/171/P,48.0,0.0,581.0,6.0,1.0,158.0,0.0,-1,0,0,1,0,0,1
5040,5389,0.0,F/1106/P,27.0,0.0,2.0,0.0,1320.0,0.0,26.0,1,0,0,1,0,0,1
5042,5390,1.0,G/872/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5043,5390,1.0,G/872/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
5044,5390,0.0,F/1032/S,48.0,0.0,83.0,110.0,0.0,690.0,8.0,1,0,0,1,1,0,0
5045,5392,0.0,E/343/S,35.0,1.0,628.0,6.0,528.0,136.0,0.0,-1,0,0,1,0,0,1
5046,5394,0.0,D/172/P,14.0,0.0,246.0,0.0,2153.0,0.0,0.0,1,0,0,1,0,0,1
5047,5395,0.0,D/173/P,28.0,0.0,4.0,0.0,2574.0,0.0,0.0,1,0,0,1,0,0,1
5049,5397,1.0,D/162/S,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5050,5397,1.0,D/162/S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5051,5397,1.0,D/162/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
5052,5401,0.0,G/869/P,44.0,0.0,0.0,0.0,5.0,30.0,777.0,-1,0,0,1,1,0,0
5054,5404,0.0,F/1111/P,38.0,0.0,766.0,38.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5056,5408,0.0,D/174/P,32.0,0.0,1781.0,0.0,654.0,580.0,0.0,-1,0,0,1,0,0,1
5057,5408,0.0,D/174/P,16.0,0.0,2116.0,0.0,350.0,0.0,901.0,-1,0,0,1,0,0,1
5058,5410,0.0,D/163/S,33.0,0.0,748.0,130.0,1047.0,458.0,0.0,-1,0,0,1,0,0,1
5059,5411,0.0,B/206/S,38.0,0.0,20.0,3960.0,153.0,280.0,1674.0,-1,0,0,1,0,1,0
5061,5413,0.0,G/871/P,16.0,0.0,3.0,595.0,0.0,9.0,321.0,1,0,0,1,1,0,0
5062,5414,0.0,G/872/P,16.0,0.0,481.0,0.0,166.0,0.0,122.0,-1,0,1,0,1,0,0
5063,5414,0.0,G/872/P,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5064,5414,0.0,F/1112/P,22.0,0.0,0.0,824.0,0.0,0.0,411.0,-1,0,0,1,1,0,0
5065,5414,0.0,F/1112/P,43.0,0.0,0.0,0.0,0.0,0.0,1544.0,-1,0,0,1,1,0,0
5066,5414,1.0,G/872/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
5067,5415,0.0,F/1113/P,22.0,0.0,0.0,747.0,8.0,0.0,314.0,-1,0,0,1,1,0,0
5069,5416,0.0,E/340/P,30.0,0.0,138.0,0.0,208.0,952.0,0.0,-1,0,0,1,0,0,1
5070,5416,1.0,F/1114/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5073,5420,0.0,F/1036/S,39.0,0.0,0.0,829.0,0.0,1.0,0.0,1,0,0,1,1,0,0
5074,5421,0.0,G/873/S,37.0,0.0,389.0,0.0,1.0,3369.0,3.0,-1,0,0,1,1,0,0
5076,5423,0.0,F/1116/P,49.0,0.0,552.0,0.0,7.0,0.0,183.0,-1,0,0,1,0,0,1
5077,5423,0.0,E/341/P,28.0,0.0,142.0,0.0,1878.0,62.0,0.0,1,0,0,1,0,0,1
5078,5424,0.0,F/1117/P,13.0,0.0,358.0,65.0,599.0,676.0,0.0,-1,0,1,0,0,0,1
5080,5425,0.0,F/1037/S,24.0,0.0,1.0,0.0,11.0,0.0,734.0,-1,0,1,0,1,0,0
5082,5427,0.0,F/1118/P,18.0,0.0,3458.0,0.0,216.0,0.0,0.0,-1,0,0,1,0,0,1
5083,5427,0.0,F/1118/P,25.0,0.0,948.0,0.0,1.0,170.0,0.0,-1,0,0,1,0,0,1
5084,5430,1.0,G/873/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5087,5435,0.0,F/1121/P,50.0,0.0,846.0,0.0,280.0,280.0,0.0,-1,0,0,1,0,0,1
5089,5437,0.0,F/1123/P,44.0,0.0,1267.0,18.0,0.0,3.0,0.0,1,0,0,1,0,0,1
5090,5438,1.0,G/875/P,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
5091,5440,1.0,G/875/S,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5092,5440,0.0,F/1041/S,30.0,0.0,0.0,59.0,18.0,639.0,0.0,-1,1,0,0,1,0,0
5093,5440,0.0,F/1041/S,27.0,0.0,1109.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5094,5441,1.0,B/207/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
5095,5443,0.0,F/1124/P,13.0,0.0,4.0,99.0,1.0,0.0,595.0,-1,1,0,0,1,0,0
5098,5447,1.0,F/1126/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
5100,5450,1.0,G/877/P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
5103,5453,0.0,F/1044/S,28.0,0.0,0.0,9.0,0.0,1114.0,5.0,-1,1,0,0,1,0,0
5105,5455,0.0,E/344/P,13.0,0.0,9920.0,0.0,180.0,130.0,571.0,-1,1,0,0,0,0,1
5106,5457,0.0,F/1129/P,39.0,0.0,0.0,1.0,0.0,739.0,0.0,-1,0,0,1,1,0,0
5107,5458,0.0,E/351/S,24.0,0.0,0.0,0.0,980.0,7.0,0.0,-1,0,0,1,1,0,0
5108,5459,0.0,C/213/S,38.0,0.0,0.0,347.0,0.0,1545.0,2187.0,-1,0,0,1,0,1,0
5109,5462,0.0,F/1131/P,20.0,0.0,489.0,126.0,663.0,214.0,0.0,-1,0,0,1,0,0,1
5110,5463,0.0,F/1045/S,21.0,0.0,724.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5111,5465,0.0,F/1132/P,27.0,0.0,1.0,1.0,2196.0,372.0,0.0,-1,0,0,1,0,0,1
5113,5465,1.0,F/1132/P,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5114,5466,1.0,B/185/P,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
5115,5466,0.0,B/185/P,33.0,1.0,0.0,1473.0,1089.0,5700.0,1466.0,-1,1,0,0,0,1,0
5116,5466,0.0,B/185/P,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5117,5466,0.0,B/185/P,35.0,0.0,0.0,4618.0,0.0,324.0,12061.0,-1,1,0,0,0,1,0
5119,5467,0.0,F/1046/S,31.0,0.0,2703.0,21.0,0.0,0.0,1.0,-1,0,0,1,1,0,0
5124,5472,0.0,F/1047/S,37.0,0.0,0.0,0.0,559.0,11.0,0.0,1,0,1,0,1,0,0
5127,5476,0.0,G/879/S,49.0,0.0,1020.0,0.0,2.0,2.0,0.0,1,0,0,1,1,0,0
5128,5477,0.0,G/880/S,17.0,0.0,0.0,150.0,166.0,570.0,0.0,1,0,0,1,1,0,0
5129,5478,0.0,F/1048/S,29.0,0.0,518.0,0.0,10.0,1245.0,0.0,-1,0,0,1,0,0,1
5130,5479,1.0,G/881/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
5132,5483,0.0,F/1135/P,17.0,0.0,2.0,0.0,0.0,0.0,681.0,-1,0,1,0,1,0,0
5133,5484,1.0,F/1050/S,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
5134,5485,0.0,G/880/P,20.0,0.0,0.0,9.0,82.0,14.0,704.0,-1,0,0,1,1,0,0
5135,5487,1.0,F/1136/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5136,5488,1.0,B/186/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5137,5488,0.0,B/186/P,15.0,0.0,0.0,22.0,6805.0,0.0,531.0,1,0,0,1,0,1,0
5138,5488,0.0,B/186/P,53.0,0.0,0.0,6634.0,0.0,5047.0,108.0,-1,0,0,1,0,1,0
5139,5488,1.0,B/186/P,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5141,5489,1.0,G/881/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5143,5491,0.0,G/882/S,20.0,0.0,0.0,0.0,499.0,285.0,103.0,-1,0,0,1,1,0,0
5144,5492,0.0,F/1052/S,23.0,0.0,0.0,551.0,59.0,720.0,14.0,-1,0,0,1,1,0,0
5145,5494,0.0,F/1053/S,22.0,0.0,658.0,0.0,0.0,161.0,3.0,1,0,0,1,1,0,0
5146,5496,1.0,G/882/P,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
5147,5497,1.0,B/210/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5148,5497,0.0,B/210/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5149,5499,1.0,G/884/S,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5150,5500,0.0,D/175/P,21.0,0.0,4027.0,0.0,47.0,83.0,0.0,-1,1,0,0,0,0,1
5151,5501,0.0,G/885/S,35.0,0.0,702.0,104.0,5.0,76.0,0.0,1,0,0,1,1,0,0
5152,5504,0.0,F/1140/P,22.0,0.0,142.0,1307.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5153,5506,1.0,D/166/S,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5154,5507,0.0,E/356/S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
5156,5509,0.0,F/1055/S,27.0,0.0,0.0,0.0,800.0,0.0,0.0,1,0,0,1,1,0,0
5157,5510,1.0,G/887/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5158,5511,1.0,G/884/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5160,5512,0.0,A/67/S,31.0,0.0,0.0,225.0,0.0,301.0,4090.0,-1,1,0,0,0,1,0
5162,5514,1.0,G/889/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5164,5514,0.0,G/889/S,27.0,0.0,0.0,6.0,0.0,814.0,107.0,1,0,0,1,1,0,0
5166,5515,0.0,F/1141/P,22.0,0.0,758.0,0.0,46.0,0.0,0.0,-1,0,0,1,1,0,0
5168,5520,0.0,G/890/S,56.0,0.0,0.0,4.0,778.0,0.0,0.0,1,0,0,1,1,0,0
5169,5521,0.0,F/1058/S,28.0,0.0,0.0,0.0,0.0,676.0,124.0,-1,0,0,1,1,0,0
5170,5522,0.0,E/358/S,42.0,0.0,31.0,0.0,0.0,635.0,0.0,1,1,0,0,1,0,0
5171,5522,0.0,F/1059/S,20.0,0.0,0.0,0.0,0.0,703.0,0.0,1,0,0,1,1,0,0
5173,5523,0.0,G/885/P,29.0,0.0,0.0,0.0,20.0,0.0,402.0,-1,0,1,0,1,0,0
5174,5524,0.0,F/1060/S,36.0,0.0,85.0,0.0,545.0,15.0,0.0,1,1,0,0,1,0,0
5176,5526,1.0,G/891/S,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5178,5527,1.0,G/886/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
5180,5527,1.0,G/886/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
5181,5528,0.0,F/1143/P,18.0,0.0,0.0,288.0,35.0,0.0,435.0,-1,0,0,1,1,0,0
5182,5529,0.0,C/174/P,39.0,0.0,5645.0,132.0,0.0,1.0,1814.0,-1,1,0,0,0,1,0
5183,5530,0.0,E/347/P,37.0,0.0,10.0,20.0,868.0,115.0,0.0,-1,0,0,1,0,0,1
5184,5530,1.0,F/1144/P,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5185,5531,0.0,F/1145/P,43.0,0.0,817.0,0.0,617.0,0.0,0.0,-1,0,1,0,0,0,1
5186,5531,1.0,F/1145/P,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5188,5535,0.0,G/893/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5189,5535,0.0,G/893/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
5190,5536,1.0,F/1062/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5192,5538,1.0,F/1146/P,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5193,5538,1.0,F/1146/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5194,5539,0.0,B/187/P,26.0,0.0,0.0,1583.0,0.0,232.0,8040.0,-1,0,0,1,0,1,0
5197,5543,1.0,C/175/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5199,5545,0.0,G/894/S,34.0,0.0,0.0,0.0,693.0,3.0,77.0,1,0,1,0,1,0,0
5200,5545,1.0,G/894/S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5201,5545,1.0,G/894/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5202,5546,0.0,D/176/P,28.0,0.0,550.0,5203.0,0.0,2244.0,1624.0,-1,1,0,0,0,1,0
5203,5550,0.0,G/895/S,33.0,0.0,127.0,745.0,9.0,0.0,0.0,1,0,0,1,1,0,0
5204,5551,1.0,G/888/P,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5206,5552,1.0,F/1150/P,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5207,5552,0.0,F/1150/P,60.0,0.0,51.0,10.0,754.0,1412.0,137.0,-1,0,0,1,0,0,1
5209,5556,0.0,E/361/S,27.0,0.0,0.0,1.0,667.0,897.0,43.0,-1,0,0,1,1,0,0
5210,5557,1.0,G/890/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
5211,5559,1.0,G/897/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
5212,5560,0.0,D/168/S,57.0,0.0,1696.0,0.0,1006.0,0.0,27.0,-1,0,0,1,0,0,1
5213,5561,1.0,A/51/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5214,5561,0.0,A/51/P,28.0,0.0,0.0,175.0,0.0,214.0,7461.0,-1,0,0,1,0,1,0
5215,5561,0.0,A/51/P,42.0,0.0,0.0,890.0,2929.0,352.0,4898.0,-1,0,0,1,0,1,0
5216,5561,0.0,A/51/P,43.0,0.0,7.0,494.0,2473.0,443.0,71.0,-1,0,0,1,0,1,0
5217,5563,1.0,C/176/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
5218,5566,0.0,E/349/P,72.0,0.0,2445.0,3023.0,0.0,704.0,20.0,-1,1,0,0,0,1,0
5219,5568,0.0,B/188/P,49.0,0.0,0.0,3991.0,298.0,289.0,2740.0,-1,0,0,1,0,1,0
5220,5568,1.0,B/188/P,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
5221,5569,1.0,G/891/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
5222,5571,0.0,G/900/S,26.0,0.0,0.0,406.0,0.0,0.0,503.0,1,1,0,0,1,0,0
5223,5572,1.0,F/1153/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
5224,5573,0.0,F/1154/P,18.0,0.0,749.0,0.0,74.0,0.0,0.0,-1,1,0,0,1,0,0
5225,5574,0.0,F/1155/P,14.0,0.0,714.0,237.0,0.0,587.0,1.0,-1,1,0,0,1,0,0
5226,5575,0.0,F/1156/P,44.0,0.0,583.0,0.0,222.0,0.0,1560.0,-1,0,0,1,0,0,1
5227,5575,1.0,F/1156/P,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
5228,5578,1.0,G/892/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
5229,5580,1.0,G/902/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
5232,5583,0.0,D/170/S,52.0,0.0,5.0,3514.0,31.0,601.0,13.0,1,0,0,1,0,1,0
5233,5585,0.0,G/894/P,22.0,0.0,688.0,5.0,80.0,0.0,0.0,-1,0,1,0,1,0,0
5234,5585,0.0,F/1158/P,34.0,0.0,245.0,0.0,542.0,0.0,19.0,1,0,0,1,1,0,0
5235,5586,0.0,G/895/P,37.0,0.0,0.0,0.0,6.0,746.0,1.0,-1,0,1,0,1,0,0
5236,5587,0.0,F/1159/P,22.0,0.0,654.0,2.0,83.0,0.0,0.0,-1,1,0,0,1,0,0
5237,5589,0.0,F/1160/P,26.0,0.0,0.0,786.0,0.0,11.0,83.0,1,0,0,1,1,0,0
5238,5591,0.0,E/363/S,14.0,0.0,590.0,9.0,0.0,0.0,192.0,-1,1,0,0,1,0,0
5239,5592,1.0,F/1161/P,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
5240,5594,0.0,F/1163/P,17.0,0.0,0.0,823.0,0.0,1168.0,14.0,-1,0,0,1,1,0,0
5241,5595,0.0,F/1067/S,30.0,0.0,0.0,1.0,0.0,870.0,0.0,-1,0,0,1,1,0,0
5242,5596,0.0,D/179/P,65.0,0.0,0.0,722.0,302.0,103.0,2659.0,-1,0,0,1,0,1,0
5245,5601,1.0,G/904/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
