,PassengerGroup,HomePlanet,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e
4479,4763,Mars,0.0,F/969/P,29.0,0.0,298.0,0.0,888.0,5.0,0.0,1,0,0,1
4480,4764,Earth,0.0,E/308/S,22.0,0.0,0.0,669.0,121.0,0.0,56.0,1,0,0,1
4481,4769,Earth,1.0,G/776/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4482,4770,Earth,0.0,F/900/S,22.0,0.0,0.0,509.0,2.0,8.0,74.0,1,1,0,0
4483,4770,Earth,1.0,F/900/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4484,4772,Earth,0.0,F/971/P,22.0,0.0,256.0,0.0,0.0,0.0,373.0,-1,1,0,0
4485,4773,Earth,0.0,G/777/S,52.0,0.0,935.0,779.0,0.0,0.0,0.0,1,0,0,1
4486,4774,Mars,1.0,F/972/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4487,4774,Mars,1.0,F/972/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4488,4774,Mars,0.0,F/972/P,34.0,0.0,2130.0,0.0,1.0,1.0,0.0,-1,0,0,1
4489,4774,Mars,1.0,F/972/P,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4490,4775,Earth,0.0,G/778/S,22.0,0.0,123.0,1.0,660.0,0.0,0.0,1,0,0,1
4491,4777,Earth,1.0,G/779/S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4492,4778,Europa,0.0,A/58/S,31.0,0.0,588.0,1261.0,0.0,228.0,6.0,-1,0,0,1
4493,4780,Mars,0.0,E/309/S,20.0,0.0,845.0,0.0,46.0,123.0,0.0,-1,0,0,1
4494,4780,Mars,1.0,E/309/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4495,4782,Europa,1.0,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4496,4782,Europa,0.0,C/189/S,53.0,0.0,50.0,11552.0,0.0,2998.0,4334.0,-1,0,0,1
4497,4782,Europa,0.0,C/189/S,32.0,0.0,0.0,225.0,0.0,3873.0,240.0,-1,1,0,0
4498,4782,Europa,1.0,C/189/S,27.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,1,1,0,0
4499,4782,Europa,0.0,C/189/S,48.0,0.0,0.0,342.0,929.0,10887.0,0.0,-1,1,0,0
4500,4783,Europa,0.0,A/43/P,37.0,0.0,223.0,9495.0,0.0,1318.0,1866.0,1,0,0,1
4501,4784,Mars,1.0,F/903/S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4502,4785,Europa,1.0,B/159/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4503,4786,Europa,1.0,B/160/P,46.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4504,4787,Earth,0.0,G/780/S,19.0,0.0,2.0,0.0,173.72916912197996,9.0,754.0,-1,0,0,1
4505,4788,Earth,0.0,F/904/S,22.0,0.0,0.0,0.0,0.0,778.0,0.0,-1,0,0,1
4506,4790,Europa,0.0,B/189/S,54.0,1.0,0.0,2853.0,0.0,0.0,1666.0,-1,0,0,1
4507,4791,Earth,0.0,G/781/S,43.0,0.0,63.0,1339.0,9.0,253.0,42.0,1,0,0,1
4508,4792,Earth,1.0,G/782/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4509,4793,Europa,0.0,E/310/S,36.0,0.0,13.0,1480.0,1.0,1439.0,1955.0,-1,1,0,0
4510,4793,Europa,0.0,E/310/S,20.0,0.0,0.0,1131.0,3783.0,161.0,0.0,1,0,0,1
4511,4794,Earth,0.0,F/974/P,63.0,0.0,0.0,104.0,0.0,599.0,0.0,-1,0,0,1
4512,4795,Earth,0.0,F/905/S,50.0,0.0,138.0,706.0,0.0,18.0,40.0,1,0,0,1
4513,4796,Mars,0.0,,13.0,0.0,21.0,0.0,1564.0,0.0,1.0,1,0,0,1
4514,4796,Mars,1.0,E/311/S,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4515,4797,Earth,1.0,G/783/S,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4516,4798,Mars,1.0,F/975/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4517,4798,Mars,1.0,F/975/P,0.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1
4518,4798,Mars,1.0,F/975/P,10.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1
4519,4801,Earth,1.0,G/773/P,10.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,0,0,1
4520,4803,Earth,0.0,F/977/P,55.0,0.0,1028.0,18.0,0.0,0.0,0.0,-1,0,0,1
4521,4804,Earth,0.0,F/906/S,18.0,0.0,211.0,594.0,2.0,493.0,62.0,1,0,0,1
4522,4804,Earth,0.0,G/785/S,7.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
4523,4804,Earth,1.0,G/785/S,1.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
4524,4807,Earth,0.0,G/776/P,44.0,0.0,22.0,1.0,0.0,864.0,0.0,-1,0,0,1
4525,4808,Mars,0.0,E/299/P,27.0,0.0,665.0,631.0,1.0,311.1387779083431,0.0,-1,0,0,1
4526,4810,Earth,0.0,,20.0,0.0,30.0,4.0,0.0,321.0,451.0,-1,0,1,0
4527,4813,Europa,0.0,C/190/S,49.0,0.0,0.0,7762.0,2.0,0.0,98.0,1,1,0,0
4528,4814,Earth,1.0,G/788/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4529,4815,Earth,0.0,F/907/S,21.0,0.0,564.0,9.0,0.0,0.0,30.0,1,1,0,0
4530,4817,Mars,0.0,F/979/P,26.0,0.0,17.0,0.0,746.0,394.0,0.0,-1,0,0,1
4531,4818,Mars,0.0,D/150/S,65.0,0.0,588.0,196.0,272.0,0.0,0.0,1,0,0,1
4532,4819,Mars,1.0,F/980/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4533,4822,Mars,1.0,F/981/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4534,4822,Mars,1.0,F/981/P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4535,4822,Earth,1.0,F/981/P,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4536,4822,Mars,0.0,F/981/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4537,4823,Earth,0.0,G/777/P,21.0,0.0,526.0,0.0,173.72916912197996,258.0,0.0,-1,0,0,1
4538,4827,Earth,1.0,G/789/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4539,4828,Earth,0.0,G/778/P,14.0,0.0,363.0,44.0,0.0,0.0,512.0,1,1,0,0
4540,4829,Mars,0.0,F/982/P,45.0,0.0,944.0,292.0,2.0,311.1387779083431,0.0,-1,0,0,1
4541,4830,Earth,0.0,F/983/P,22.0,0.0,0.0,0.0,0.0,19.0,785.0,-1,0,0,1
4542,4831,Mars,1.0,F/984/P,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4543,4832,Earth,0.0,E/301/P,37.0,0.0,542.0,440.0,1.0,0.0,0.0,-1,0,0,1
4544,4836,Mars,1.0,,29.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1
4545,4836,Mars,0.0,F/911/S,29.0,1.0,20.0,458.0772032902468,1902.0,0.0,3.0,1,0,0,1
4546,4837,Earth,0.0,F/912/S,21.0,0.0,0.0,198.0,559.0,19.0,44.0,1,0,0,1
4547,4838,Earth,0.0,F/913/S,52.0,0.0,1.0,13.0,3.0,0.0,700.0,-1,0,0,1
4548,4840,Earth,1.0,F/915/S,36.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
4549,4841,Europa,1.0,B/192/S,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4550,4841,Europa,0.0,B/192/S,21.0,0.0,12.0,1855.0,0.0,1381.0,358.0,-1,0,0,1
4551,4841,Europa,0.0,B/192/S,25.0,0.0,21.0,2148.0,0.0,1966.0,12708.0,-1,0,0,1
4552,4842,Mars,0.0,D/152/S,23.0,0.0,2260.0,0.0,152.0,106.0,60.0,-1,0,0,1
4553,4845,Europa,1.0,E/302/P,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4554,4846,Earth,0.0,E/314/S,38.0,0.0,161.0,3.0,0.0,624.0,0.0,-1,0,0,1
4555,4846,Earth,1.0,G/791/S,0.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,0,1
4556,4847,Earth,0.0,F/917/S,19.0,0.0,0.0,0.0,699.0,18.0,86.0,1,0,0,1
4557,4848,Earth,0.0,F/986/P,30.0,0.0,148.0,0.0,0.0,619.0,34.0,1,0,0,1
4558,4850,Earth,0.0,G/792/S,23.0,0.0,14.0,0.0,437.0,103.0,333.0,1,0,0,1
4559,4850,Earth,0.0,G/792/S,55.0,0.0,330.0,114.0,0.0,2.0,0.0,1,0,0,1
4560,4851,Earth,0.0,F/918/S,44.0,0.0,0.0,463.0,1.0,172.0,0.0,1,0,1,0
4561,4853,Europa,0.0,C/153/P,30.0,0.0,4531.0,212.0,10.0,157.0,12.0,-1,0,0,1
4562,4856,Earth,0.0,F/920/S,39.0,0.0,12.0,8.0,0.0,4.0,753.0,1,0,0,1
4563,4857,Earth,0.0,G/782/P,19.0,0.0,423.0,458.0772032902468,0.0,0.0,0.0,-1,1,0,0
4564,4862,Earth,0.0,G/783/P,24.0,0.0,0.0,871.0,17.0,0.0,0.0,-1,0,0,1
4565,4863,Europa,0.0,T/2/S,37.0,0.0,1721.0,667.0,173.72916912197996,28.0,1362.0,-1,0,0,1
4566,4864,Earth,0.0,G/784/P,24.0,0.0,0.0,0.0,0.0,734.0,21.0,-1,1,0,0
4567,4866,Earth,0.0,F/922/S,17.0,0.0,0.0,0.0,1875.0,142.0,2.0,1,0,0,1
4568,4868,Earth,0.0,E/304/P,17.0,0.0,0.0,775.0,0.0,13.0,0.0,1,0,0,1
4569,4870,Earth,0.0,G/785/P,14.0,0.0,8.0,0.0,173.72916912197996,0.0,176.0,-1,1,0,0
4570,4871,Earth,0.0,F/990/P,13.0,0.0,0.0,611.0,0.0,0.0,0.0,-1,0,1,0
4571,4873,Europa,0.0,C/191/S,35.0,0.0,0.0,1135.0,0.0,0.0,3880.0,1,1,0,0
4572,4874,Mars,0.0,F/925/S,32.0,0.0,654.0,0.0,655.0,0.0,0.0,1,0,0,1
4573,4874,Mars,1.0,F/925/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4574,4875,Earth,0.0,F/926/S,21.0,0.0,529.0,8.0,89.0,21.0,0.0,1,0,0,1
4575,4876,Mars,0.0,F/927/S,25.0,0.0,750.0,0.0,109.0,368.0,0.0,-1,0,0,1
4576,4878,Mars,0.0,F/929/S,36.0,0.0,108.0,0.0,941.0,861.0,0.0,-1,0,0,1
4577,4879,Earth,0.0,G/786/P,20.0,0.0,362.0,0.0,31.0,12.0,483.0,-1,0,0,1
4578,4880,Earth,0.0,G/787/P,22.0,0.0,126.0,3.0,0.0,1305.0,0.0,-1,1,0,0
4579,4881,Mars,1.0,E/315/S,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4580,4882,Europa,0.0,B/193/S,28.82793046746535,0.0,9.0,2031.0,0.0,20.0,1837.0,-1,0,0,1
4581,4883,Earth,1.0,G/788/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4582,4884,Mars,1.0,E/316/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
4583,4885,Mars,0.0,F/930/S,21.0,0.0,74.0,0.0,713.0,0.0,502.0,1,0,0,1
4584,4886,Earth,0.0,F/931/S,18.0,0.0,224.687617481203,0.0,1770.0,1284.0,8.0,-1,0,0,1
4585,4887,Earth,0.0,F/991/P,20.0,0.0,0.0,254.0,868.0,405.0,0.0,1,0,0,1
4586,4888,Europa,1.0,C/192/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4587,4889,Earth,0.0,G/794/S,57.0,0.0,274.0,8.0,0.0,19.0,466.0,-1,0,1,0
4588,4890,Earth,0.0,G/795/S,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4589,4890,Earth,0.0,F/932/S,23.0,0.0,0.0,0.0,874.0,311.1387779083431,0.0,1,0,0,1
4590,4891,Europa,1.0,B/194/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4591,4891,Europa,1.0,B/194/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4592,4892,Earth,0.0,G/796/S,52.0,0.0,44.0,458.0772032902468,0.0,42.0,1731.0,-1,0,0,1
4593,4893,Earth,1.0,G/797/S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4594,4895,Earth,1.0,G/789/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4595,4896,Earth,0.0,F/992/P,40.0,0.0,176.0,932.0,0.0,0.0,304.8547912992357,-1,0,0,1
4596,4897,Earth,0.0,F/993/P,18.0,0.0,0.0,0.0,31.0,2121.0,0.0,-1,0,0,1
4597,4898,Earth,0.0,F/933/S,28.0,0.0,647.0,1.0,32.0,71.0,140.0,1,0,0,1
4598,4899,Earth,1.0,G/799/S,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4599,4899,Earth,0.0,G/799/S,32.0,0.0,8.0,690.0,3.0,5.0,0.0,1,0,1,0
4600,4900,Earth,0.0,F/994/P,35.0,0.0,0.0,0.0,2.0,672.0,10.0,-1,0,1,0
4601,4901,Earth,0.0,G/790/P,52.0,0.0,0.0,837.0,1.0,2.0,8.0,-1,0,0,1
4602,4901,Earth,0.0,E/305/P,34.0,0.0,695.0,25.0,276.0,0.0,0.0,-1,0,0,1
4603,4902,Earth,1.0,G/791/P,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
4604,4903,Earth,0.0,F/995/P,23.0,0.0,62.0,0.0,0.0,1.0,2203.0,-1,1,0,0
4605,4904,Earth,0.0,E/317/S,44.0,0.0,2.0,0.0,0.0,788.0,0.0,-1,0,0,1
4606,4909,Earth,0.0,F/997/P,59.0,0.0,460.0,139.0,0.0,1.0,0.0,-1,1,0,0
4607,4910,Europa,0.0,E/306/P,42.0,0.0,0.0,1330.0,0.0,2711.0,691.0,-1,0,0,1
4608,4911,Earth,0.0,F/998/P,18.0,0.0,0.0,0.0,0.0,702.0,0.0,-1,0,0,1
4609,4912,Mars,0.0,D/160/P,29.0,0.0,3284.0,84.0,0.0,0.0,2.0,-1,0,0,1
4610,4912,Mars,1.0,F/999/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4611,4913,Mars,0.0,F/1000/P,19.0,0.0,1301.0,0.0,31.0,1.0,0.0,1,0,0,1
4612,4915,Earth,1.0,G/793/P,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
4613,4916,Mars,1.0,F/1001/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4614,4917,Europa,0.0,B/195/S,36.0,1.0,1.0,10029.0,1.0,1679.0,27.0,1,1,0,0
4615,4918,Earth,1.0,G/794/P,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4616,4920,Earth,1.0,G/802/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4617,4923,Mars,1.0,F/935/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4618,4923,Mars,1.0,F/935/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4619,4923,Mars,0.0,F/935/S,24.0,0.0,261.0,0.0,780.0,0.0,0.0,1,0,0,1
4620,4924,Mars,0.0,F/1002/P,31.0,0.0,725.0,0.0,747.0,0.0,0.0,-1,1,0,0
4621,4925,Mars,0.0,F/936/S,23.0,0.0,197.0,76.0,5635.0,7.0,0.0,1,0,0,1
4622,4927,Mars,0.0,F/937/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4623,4927,Mars,1.0,F/937/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4624,4927,Mars,0.0,F/937/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4625,4927,Mars,0.0,F/937/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4626,4929,Mars,1.0,F/1004/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4627,4930,Europa,1.0,B/161/P,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4628,4930,Europa,0.0,B/161/P,51.0,0.0,0.0,3571.0,106.0,0.0,0.0,1,0,0,1
4629,4932,Mars,0.0,D/161/P,22.0,0.0,223.0,0.0,630.0,14.0,0.0,1,0,0,1
4630,4932,Mars,1.0,F/1005/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4631,4933,Mars,0.0,F/938/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4632,4933,Earth,0.0,F/938/S,16.0,0.0,2083.0,0.0,10.0,0.0,0.0,-1,0,0,1
4633,4933,Mars,0.0,F/938/S,24.0,0.0,623.0,0.0,501.0,304.0,776.0,-1,0,0,1
4634,4933,Mars,1.0,F/938/S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4635,4934,Earth,0.0,F/1006/P,31.0,0.0,210.0,20.0,0.0,1027.0,199.0,-1,0,0,1
4636,4937,Earth,0.0,G/803/S,34.0,0.0,1242.0,444.0,0.0,22.0,0.0,-1,0,0,1
4637,4938,Earth,0.0,G/804/S,20.0,0.0,0.0,0.0,847.0,0.0,0.0,1,1,0,0
4638,4939,Earth,0.0,F/1007/P,19.0,0.0,0.0,2077.0,0.0,0.0,0.0,1,0,0,1
4639,4940,Earth,1.0,G/805/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4640,4941,Mars,0.0,F/1008/P,35.0,0.0,988.0,0.0,830.0,2.0,0.0,-1,0,0,1
4641,4942,Earth,1.0,G/806/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4642,4942,Earth,1.0,G/806/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4643,4943,Mars,1.0,F/1009/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4644,4944,Europa,0.0,A/60/S,28.82793046746535,0.0,269.0,2171.0,2.0,2.0,0.0,1,1,0,0
4645,4944,Europa,0.0,A/60/S,58.0,0.0,0.0,3448.0,0.0,737.0,2193.0,-1,1,0,0
4646,4944,Europa,0.0,A/60/S,56.0,0.0,153.0,1750.0,0.0,334.0,1539.0,-1,0,0,1
4647,4945,Earth,1.0,G/798/P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4648,4946,Earth,1.0,G/799/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
4649,4950,Earth,1.0,G/800/P,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
4650,4951,Mars,0.0,F/1010/P,43.0,0.0,11.0,0.0,1297.0,38.0,0.0,1,0,0,1
4651,4952,Mars,1.0,F/939/S,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4652,4954,Earth,0.0,G/808/S,24.0,0.0,3.0,1018.0,687.0,50.0,304.8547912992357,1,0,0,1
4653,4956,Earth,1.0,G/809/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4654,4958,Earth,0.0,G/810/S,32.0,0.0,0.0,235.0,0.0,474.0,0.0,-1,0,0,1
4655,4961,Mars,0.0,F/942/S,32.0,0.0,1016.0,0.0,307.0,5.0,304.8547912992357,1,0,0,1
4656,4963,Earth,1.0,G/811/S,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4657,4964,Mars,0.0,D/154/S,64.0,0.0,2147.0,0.0,191.0,59.0,0.0,-1,0,0,1
4658,4965,Earth,0.0,E/308/P,21.0,0.0,457.0,79.0,1134.0,0.0,0.0,-1,0,0,1
4659,4970,Earth,0.0,F/943/S,26.0,0.0,0.0,9.0,0.0,0.0,1376.0,-1,0,1,0
4660,4972,Europa,0.0,B/162/P,35.0,0.0,87.0,1719.0,2750.0,0.0,79.0,1,1,0,0
4661,4973,Earth,0.0,E/309/P,43.0,0.0,957.0,0.0,1.0,0.0,39.0,-1,0,0,1
4662,4973,Earth,1.0,G/803/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4663,4974,Europa,0.0,A/44/P,56.0,0.0,0.0,10.0,0.0,9319.0,1225.0,-1,0,0,1
4664,4974,Europa,1.0,,45.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,1,1,0,0
4665,4975,Earth,1.0,G/813/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4666,4975,Earth,0.0,G/813/S,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4667,4975,Earth,1.0,G/813/S,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4668,4977,Earth,0.0,F/945/S,46.0,0.0,0.0,4.0,834.0,0.0,32.0,1,0,0,1
4669,4977,Earth,0.0,F/945/S,32.0,0.0,2756.0,125.0,9.0,0.0,103.0,-1,0,0,1
4670,4978,Earth,0.0,F/1015/P,20.0,0.0,0.0,358.0,287.0,0.0,304.8547912992357,-1,0,0,1
4671,4979,Earth,1.0,G/804/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
4672,4980,Earth,0.0,G/805/P,28.0,0.0,0.0,0.0,0.0,882.0,0.0,-1,0,0,1
4673,4980,Earth,0.0,G/805/P,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
4674,4980,Earth,0.0,G/805/P,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
4675,4981,Earth,0.0,F/946/S,16.0,0.0,0.0,769.0,0.0,0.0,7.0,1,0,0,1
4676,4981,Earth,0.0,G/814/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
4677,4981,Earth,0.0,G/814/S,24.0,0.0,530.0,0.0,0.0,0.0,179.0,-1,0,0,1
4678,4983,Earth,0.0,F/1016/P,22.0,0.0,61.0,0.0,214.0,445.0,304.8547912992357,1,0,0,1
4679,4987,Earth,0.0,G/816/S,21.0,0.0,36.0,162.0,0.0,588.0,0.0,1,0,0,1
4680,4989,Earth,0.0,E/310/P,38.0,0.0,0.0,1.0,0.0,786.0,0.0,-1,0,0,1
4681,4990,Europa,1.0,B/164/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
4682,4991,Earth,0.0,G/806/P,79.0,0.0,610.0,458.0772032902468,0.0,200.0,5.0,-1,0,0,1
4683,4992,Earth,0.0,F/1018/P,22.0,0.0,479.0,34.0,0.0,29.0,4.0,-1,0,1,0
4684,4995,Earth,0.0,G/807/P,42.0,0.0,642.0,282.0,0.0,0.0,0.0,1,1,0,0
4685,4996,Mars,1.0,F/949/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4686,4997,Europa,1.0,C/156/P,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4687,4998,Earth,1.0,G/818/S,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4688,4999,Earth,0.0,F/950/S,30.0,0.0,1120.0,0.0,0.0,0.0,794.0,-1,0,0,1
4689,5000,Earth,1.0,G/808/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4690,5003,Earth,1.0,G/809/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
4691,5004,Europa,1.0,B/165/P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4692,5005,Earth,0.0,F/1019/P,46.0,0.0,819.0,31.0,0.0,49.0,2.0,-1,0,0,1
4693,5006,Europa,1.0,B/166/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4694,5006,Europa,1.0,B/166/P,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4695,5006,Europa,0.0,B/166/P,20.0,0.0,0.0,219.0,0.0,5.0,3283.0,-1,0,0,1
4696,5007,Mars,0.0,F/951/S,35.0,0.0,1337.0,49.0,57.0,0.0,0.0,-1,0,0,1
4697,5008,Mars,1.0,F/952/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4698,5009,Mars,1.0,F/1020/P,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4699,5010,Mars,0.0,F/1021/P,26.0,1.0,1033.0,172.0,26.0,0.0,518.0,-1,0,0,1
4700,5012,Earth,1.0,G/811/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
4701,5013,Earth,0.0,F/953/S,23.0,0.0,0.0,0.0,2102.0,0.0,0.0,1,0,0,1
4702,5014,Earth,0.0,D/162/P,26.0,0.0,1331.0,0.0,973.0,484.0,0.0,-1,0,0,1
4703,5014,Mars,1.0,F/1022/P,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4704,5015,Europa,0.0,C/194/S,35.0,0.0,54.0,493.0,12.0,6691.0,253.0,-1,1,0,0
4705,5016,Mars,0.0,F/1023/P,18.0,0.0,1092.0,31.0,309.0,0.0,0.0,-1,0,0,1
4706,5017,Mars,1.0,F/954/S,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4707,5018,Earth,1.0,G/812/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4708,5019,Earth,0.0,F/955/S,15.0,0.0,0.0,0.0,19.0,352.0,326.0,-1,0,0,1
4709,5020,Earth,0.0,F/956/S,18.0,0.0,648.0,19.0,0.0,0.0,4.0,1,0,1,0
4710,5021,Europa,0.0,B/167/P,41.0,0.0,4.0,4619.0,0.0,251.0,213.0,1,0,0,1
4711,5023,Earth,0.0,G/813/P,36.0,0.0,0.0,0.0,0.0,474.0,12.0,-1,1,0,0
4712,5025,Earth,0.0,F/1024/P,33.0,0.0,1042.0,50.0,0.0,9.0,0.0,-1,0,0,1
4713,5027,Earth,0.0,E/321/S,41.0,0.0,4.0,737.0,0.0,51.0,0.0,-1,1,0,0
4714,5028,Europa,0.0,A/61/S,47.0,0.0,1904.0,18.0,0.0,89.0,4411.0,-1,1,0,0
4715,5032,Europa,1.0,E/322/S,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4716,5034,Earth,0.0,G/824/S,36.0,0.0,0.0,52.0,8.0,0.0,4160.0,-1,0,0,1
4717,5035,Earth,1.0,G/825/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
4718,5036,Earth,1.0,G/814/P,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
4719,5036,Earth,0.0,G/814/P,24.0,0.0,5.0,1.0,7.0,0.0,895.0,-1,0,0,1
4720,5039,Mars,0.0,F/958/S,16.0,0.0,1285.0,458.0772032902468,14.0,1386.0,0.0,-1,0,0,1
