,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars,cabinsides,cabindeck,cabinnumber
4721,5039,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,958
4722,5039,0.0,24.0,0.0,1157.0,0.0,0.0,131.0,0.0,1,0,0,1,0,0,1,1,6,958
4723,5039,0.0,35.0,0.0,1307.0,0.0,0.0,2.0,0.0,-1,0,0,1,0,0,1,1,6,958
4724,5040,0.0,26.0,0.0,0.0,21.0,10424.0,1373.0,7218.0,-1,0,0,1,0,1,0,1,3,195
4725,5040,0.0,39.0,0.0,10.0,199.0,0.0,6216.0,101.0,-1,1,0,0,0,1,0,1,3,195
4726,5042,0.0,18.0,0.0,8.0,1.0,4.0,419.0,304.0,1,0,0,1,1,0,0,0,6,1026
4727,5044,0.0,23.0,0.0,0.0,381.0,142.0,0.0,261.0,-1,0,0,1,1,0,0,1,7,826
4728,5044,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,826
4729,5048,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,6,82
4730,5050,0.0,31.0,0.0,433.0,111.0,238.0,86.0,0.0,-1,0,0,1,1,0,0,0,6,1028
4731,5051,0.0,49.0,0.0,1176.0,0.0,20.0,103.0,0.0,-1,0,0,1,0,0,1,1,5,324
4732,5052,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,961
4733,5052,0.0,23.0,0.0,228.0,1451.0,912.0,3.0,0.0,1,1,0,0,0,0,1,1,6,961
4734,5057,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,816
4735,5058,1.0,11.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,963
4736,5058,0.0,30.0,1.0,600.0,31.0,1.0,659.0,191.0,-1,0,1,0,0,0,1,1,6,963
4737,5058,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,963
4738,5059,0.0,21.0,0.0,639.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,0,6,1030
4739,5060,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,157
4740,5060,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,3,157
4741,5060,0.0,27.0,0.0,0.0,867.0,0.0,20.0,1371.0,-1,1,0,0,0,1,0,0,3,157
4742,5060,0.0,29.0,1.0,530.0,418.0,0.0,311.1387779083431,9129.0,-1,1,0,0,0,1,0,0,3,157
4743,5061,1.0,25.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,0,1,0,1,3,196
4744,5061,0.0,54.0,0.0,0.0,8246.0,0.0,56.0,118.0,1,0,0,1,0,1,0,1,3,196
4745,5062,0.0,46.0,0.0,971.0,0.0,20.0,0.0,5.0,-1,0,0,1,1,0,0,1,5,325
4746,5063,0.0,18.0,0.0,224.687617481203,794.0,16.0,0.0,0.0,1,0,0,1,1,0,0,1,7,830
4747,5064,0.0,22.0,0.0,1961.0,82.0,0.0,3025.0,2406.0,-1,1,0,0,0,1,0,1,1,62
4748,5065,1.0,29.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,1,0,0,0,1,0,1,5,326
4749,5065,0.0,26.0,0.0,606.0,1080.0,0.0,2011.0,0.0,-1,1,0,0,0,1,0,1,5,326
4750,5067,0.0,36.0,0.0,0.0,1808.0,0.0,344.0,0.0,1,1,0,0,1,0,0,1,6,964
4751,5068,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,5,314
4752,5069,0.0,56.0,0.0,1309.0,0.0,69.0,1.0,0.0,-1,0,1,0,1,0,0,1,6,965
4753,5070,0.0,20.0,0.0,542.0,175.0,0.0,5.0,0.0,1,0,0,1,1,0,0,1,6,966
4754,5072,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,817
4755,5072,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,817
4756,5073,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,6,1033
4757,5074,0.0,35.0,0.0,4608.0,0.0,926.0,382.0,0.0,-1,0,0,1,0,0,1,1,6,967
4758,5076,0.0,13.0,0.0,0.0,0.0,60.0,1.0,5147.0,-1,0,0,1,1,0,0,0,7,818
4759,5080,0.0,21.0,0.0,1.0,0.0,143.0,558.0,1.0,-1,0,0,1,1,0,0,1,6,969
4760,5083,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,820
4761,5084,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,1,0,0,5,315
4762,5084,0.0,32.0,0.0,8151.0,2052.0,1919.0,7352.0,754.0,-1,0,0,1,0,1,0,0,5,315
4763,5085,0.0,20.0,0.0,0.0,15.0,455.0,95.0,0.0,1,0,0,1,1,0,0,1,6,970
4764,5087,0.0,44.0,0.0,2575.0,3.0,20.0,0.0,304.8547912992357,-1,0,0,1,0,0,1,0,6,1036
4765,5088,0.0,22.0,0.0,0.0,0.0,0.0,1600.0,168.0,1,1,0,0,1,0,0,1,6,972
4766,5089,0.0,39.0,0.0,3926.0,2030.0,0.0,1483.0,611.0,-1,0,0,1,0,1,0,0,2,170
4767,5089,0.0,19.0,0.0,0.0,3750.0,0.0,0.0,41.0,1,0,0,1,0,1,0,0,2,170
4768,5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,821
4769,5090,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,821
4770,5090,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,821
4771,5090,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,821
4772,5090,0.0,32.0,0.0,793.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,5,316
4773,5090,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,821
4774,5091,0.0,18.0,0.0,1471.0,59.0,95.0,1109.0,330.0,-1,1,0,0,1,0,0,1,6,973
4775,5093,0.0,49.0,1.0,9.0,179.0,0.0,3.0,7865.0,-1,1,0,0,0,1,0,0,3,158
4776,5095,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1038
4777,5097,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,823
4778,5097,0.0,25.0,0.0,0.0,181.0,671.0,0.0,0.0,1,0,0,1,1,0,0,0,7,823
4779,5097,0.0,51.0,0.0,6.0,0.0,706.0,0.0,0.0,1,1,0,0,1,0,0,0,6,1039
4780,5103,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,5,317
4781,5104,0.0,31.0,0.0,25.0,712.0,0.0,16.0,0.0,1,0,0,1,1,0,0,1,7,833
4782,5105,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,6,82
4783,5106,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,834
4784,5108,1.0,17.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,825
4785,5109,0.0,47.0,0.0,83.0,1.0,0.0,654.0,3.0,1,0,1,0,1,0,0,1,7,835
4786,5111,0.0,25.0,0.0,0.0,3.0,0.0,763.0,3541.0,-1,0,0,1,0,1,0,0,2,171
4787,5111,0.0,28.0,0.0,29.0,394.0,0.0,712.0,4360.0,-1,0,0,1,0,1,0,0,2,171
4788,5111,0.0,32.0,0.0,0.0,419.0,0.0,1984.0,521.0,-1,0,0,1,0,1,0,0,2,171
4789,5112,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,198
4790,5112,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,198
4791,5112,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,198
4792,5115,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,199
4793,5115,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,199
4794,5116,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,980
4795,5116,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,980
4796,5120,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,0,5,320
4797,5122,0.0,24.0,0.0,0.0,464.0,321.0,0.0,90.0,1,0,0,1,1,0,0,1,6,981
4798,5124,0.0,41.0,0.0,256.0,109.0,0.0,340.0,0.0,-1,0,0,1,1,0,0,0,6,1044
4799,5125,0.0,29.0,0.0,0.0,0.0,22.0,738.0,0.0,-1,1,0,0,1,0,0,1,6,982
4800,5126,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,200
4801,5127,0.0,31.0,0.0,0.0,679.0,0.0,0.0,213.0,1,0,0,1,1,0,0,1,7,837
4802,5127,0.0,16.0,0.0,43.0,0.0,0.0,1893.0,119.0,-1,0,0,1,1,0,0,1,6,983
4803,5128,0.0,65.0,0.0,56.0,0.0,1081.0,21.0,0.0,-1,0,0,1,0,0,1,0,6,1045
4804,5128,0.0,21.0,0.0,0.0,1.0,2832.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1045
4805,5129,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,827
4806,5130,1.0,37.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,838
4807,5132,0.0,42.0,0.0,5049.0,477.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,828
4808,5133,0.0,36.0,0.0,0.0,0.0,846.0,0.0,0.0,1,1,0,0,1,0,0,0,7,829
4809,5133,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,829
4810,5133,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,829
4811,5133,0.0,19.0,0.0,107.0,0.0,505.0,48.0,0.0,-1,1,0,0,1,0,0,0,6,1046
4812,5133,0.0,26.0,0.0,0.0,910.0,13.0,10.0,15.0,-1,0,0,1,1,0,0,0,6,1046
4813,5133,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,829
4814,5133,0.0,26.0,0.0,1528.0,1.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,6,1046
4815,5133,0.0,35.0,0.0,0.0,116.0,51.0,0.0,701.0,-1,0,0,1,1,0,0,0,6,1046
4816,5136,0.0,24.0,0.0,0.0,0.0,0.0,704.0,0.0,-1,1,0,0,1,0,0,1,6,984
4817,5137,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,839
4818,5138,0.0,40.0,0.0,0.0,3815.0,0.0,322.0,0.0,1,1,0,0,0,1,0,0,1,47
4819,5140,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,840
4820,5142,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1050
4821,5142,0.0,20.0,0.0,859.0,3.0,0.0,939.0,0.0,-1,0,0,1,0,0,1,0,6,1050
4822,5142,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1050
4823,5142,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1050
4824,5144,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,830
4825,5145,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,841
4826,5146,0.0,26.0,0.0,7.0,751.0,0.0,38.0,0.0,1,1,0,0,1,0,0,1,6,986
4827,5148,0.0,13.0,0.0,0.0,63.0,54.0,20.0,916.0,-1,0,0,1,1,0,0,0,6,1051
4828,5148,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,831
4829,5151,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1052
4830,5152,0.0,40.0,0.0,0.0,553.0,10.0,2787.0,52.0,-1,0,0,1,0,1,0,1,2,199
4831,5154,0.0,34.0,1.0,38.0,0.0,606.0,0.0,404.0,-1,0,0,1,0,0,1,0,5,321
4832,5156,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,200
4833,5156,0.0,29.0,0.0,0.0,4198.0,227.0,1.0,1415.0,1,0,0,1,0,1,0,1,2,200
4834,5157,0.0,40.0,0.0,814.0,12.0,2.0,311.1387779083431,79.0,1,0,0,1,1,0,0,1,7,844
4835,5158,0.0,16.0,0.0,0.0,1.0,0.0,311.1387779083431,61.0,-1,0,0,1,1,0,0,0,6,1054
4836,5160,0.0,37.0,0.0,732.0,458.0772032902468,173.72916912197996,156.0,0.0,-1,0,0,1,1,0,0,0,7,832
4837,5161,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,4,156
4838,5162,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,6,988
4839,5162,0.0,39.0,0.0,98.0,0.0,125.0,0.0,1082.0,-1,1,0,0,0,0,1,1,6,988
4840,5163,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,5,322
4841,5163,0.0,40.0,0.0,151.0,0.0,713.0,0.0,0.0,1,0,0,1,1,0,0,0,5,322
4842,5165,0.0,63.0,0.0,0.0,281.0,94.0,0.0,270.0,1,0,0,1,1,0,0,1,6,989
4843,5166,0.0,32.0,0.0,382.0,0.0,477.0,22.0,2.0,1,0,0,1,0,0,1,0,4,163
4844,5167,0.0,47.0,0.0,1.0,17.0,0.0,1069.0,0.0,-1,0,0,1,1,0,0,1,6,990
4845,5170,0.0,23.0,0.0,0.0,306.0,392.0,9.0,13.0,-1,1,0,0,1,0,0,0,6,1056
4846,5171,0.0,23.0,0.0,0.0,7.0,0.0,190.0,501.0,-1,0,0,1,1,0,0,1,6,991
4847,5173,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1057
4848,5174,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,159
4849,5174,0.0,29.0,0.0,6.0,5.0,0.0,6235.0,434.0,-1,0,0,1,0,1,0,0,3,159
4850,5175,0.0,21.0,0.0,582.0,0.0,0.0,148.0,53.0,-1,0,0,1,1,0,0,0,7,834
4851,5176,0.0,23.0,0.0,576.0,207.0,0.0,0.0,9.0,-1,0,0,1,1,0,0,0,5,323
4852,5177,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,201
4853,5179,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,160
4854,5180,1.0,20.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,1,0,1,0,0,0,7,835
4855,5181,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,175
4856,5182,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,836
4857,5182,0.0,25.0,0.0,322.0,0.0,81.0,3.0,298.0,1,0,0,1,1,0,0,0,7,836
4858,5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,837
4859,5185,0.0,29.0,0.0,523.0,0.0,21.0,4.0,811.0,-1,0,0,1,0,0,1,1,5,330
4860,5186,0.0,21.0,0.0,41.0,651.0,2.0,29.0,0.0,-1,0,0,1,1,0,0,0,6,1058
4861,5187,0.0,20.0,0.0,949.0,0.0,0.0,5.0,0.0,-1,0,0,1,1,0,0,0,5,324
4862,5188,0.0,34.0,0.0,0.0,160.0,0.0,611.0,44.0,-1,0,0,1,1,0,0,0,7,838
4863,5188,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,838
4864,5188,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,838
4865,5190,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1513.0,-1,0,0,1,1,0,0,1,6,994
4866,5192,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,995
4867,5193,0.0,34.0,0.0,0.0,914.0,0.0,2433.0,647.0,1,0,0,1,0,1,0,1,3,202
4868,5194,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,176
4869,5194,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,176
4870,5196,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,839
4871,5196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,839
4872,5197,0.0,20.0,0.0,0.0,4.0,761.0,22.0,1.0,1,0,0,1,1,0,0,0,5,325
4873,5198,0.0,45.0,0.0,878.0,0.0,430.0,0.0,0.0,-1,0,0,1,0,0,1,0,6,1059
4874,5199,0.0,35.0,0.0,0.0,725.0,3415.0,311.1387779083431,1.0,-1,0,0,1,0,1,0,1,4,158
4875,5201,0.0,21.0,0.0,1961.0,96.0,0.0,54.0,40.0,-1,0,0,1,1,0,0,0,6,1060
4876,5202,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,840
4877,5204,0.0,46.0,0.0,0.0,153.0,173.72916912197996,0.0,397.0,-1,0,1,0,1,0,0,0,6,1061
4878,5205,0.0,22.0,0.0,261.0,0.0,0.0,107.0,1132.0,-1,0,0,1,1,0,0,1,6,997
4879,5205,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,845
4880,5205,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,845
4881,5206,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,841
4882,5206,0.0,60.0,0.0,0.0,0.0,789.0,283.0,3.0,-1,0,1,0,1,0,0,0,6,1062
4883,5206,0.0,48.0,0.0,0.0,2.0,72.0,554.0,143.0,-1,0,1,0,1,0,0,0,7,841
4884,5207,0.0,18.0,0.0,51.0,339.0,1.0,0.0,436.0,1,1,0,0,1,0,0,1,5,331
4885,5207,0.0,31.0,0.0,1364.0,0.0,0.0,0.0,21.0,-1,0,0,1,1,0,0,1,6,998
4886,5208,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,163
4887,5208,0.0,41.0,0.0,717.0,641.0,2.0,1559.0,4828.0,-1,1,0,0,0,1,0,0,3,163
4888,5209,0.0,26.0,0.0,168.0,458.0772032902468,382.0,166.0,0.0,1,0,0,1,1,0,0,1,6,999
4889,5210,0.0,29.0,0.0,0.0,43.0,693.0,0.0,0.0,1,0,0,1,1,0,0,0,6,1063
4890,5211,0.0,24.0,0.0,666.0,938.0,1.0,0.0,304.8547912992357,-1,0,0,1,1,0,0,1,5,332
4891,5213,0.0,25.0,0.0,10.0,0.0,908.0,5.0,0.0,1,0,0,1,1,0,0,0,6,1064
4892,5214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,0,7,842
4893,5216,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,843
4894,5217,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,177
4895,5217,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,177
4896,5218,0.0,28.0,0.0,0.0,0.0,0.0,525.0,1889.0,-1,0,0,1,1,0,0,1,6,1000
4897,5220,0.0,21.0,0.0,2206.0,0.0,353.0,0.0,19.0,-1,0,0,1,0,0,1,0,4,165
4898,5221,0.0,25.0,0.0,0.0,528.0,8.0,153.0,0.0,-1,0,0,1,1,0,0,0,6,1065
4899,5223,0.0,47.0,0.0,275.0,0.0,173.72916912197996,24.0,0.0,1,1,0,0,0,0,1,1,6,1002
4900,5223,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,6,1002
4901,5223,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1002
4902,5224,0.0,24.0,0.0,0.0,0.0,56.0,564.0,880.0,-1,0,0,1,1,0,0,1,6,1003
4903,5225,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,5,334
4904,5226,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,848
4905,5227,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,849
4906,5229,0.0,16.0,0.0,0.0,0.0,19.0,971.0,0.0,-1,0,0,1,1,0,0,1,5,335
4907,5230,0.0,23.0,0.0,263.0,0.0,1548.0,44.0,0.0,1,0,0,1,0,0,1,1,6,1004
4908,5234,0.0,16.0,0.0,271.0,0.0,2251.0,117.0,0.0,1,0,0,1,0,0,1,0,6,1067
4909,5235,0.0,29.0,0.0,30.0,0.0,605.0,267.0,6.0,-1,0,0,1,1,0,0,0,7,844
4910,5236,0.0,46.0,0.0,1.0,0.0,898.0,0.0,96.0,1,0,0,1,1,0,0,0,5,326
4911,5238,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,845
4912,5239,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,852
4913,5240,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,853
4914,5242,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,854
4915,5243,0.0,24.0,0.0,1231.0,0.0,0.0,1.0,3.0,1,0,0,1,1,0,0,1,6,1005
4916,5243,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,855
4917,5244,0.0,38.0,0.0,218.0,0.0,586.0,770.0,0.0,-1,0,0,1,0,0,1,1,6,1006
4918,5246,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,847
4919,5246,0.0,28.82793046746535,0.0,0.0,13.0,643.0,47.0,0.0,1,0,0,1,1,0,0,0,6,1070
4920,5247,0.0,38.0,0.0,6.0,2324.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,848
4921,5248,0.0,28.0,0.0,607.0,0.0,0.0,227.0,0.0,1,0,0,1,1,0,0,1,7,856
4922,5249,0.0,25.0,0.0,922.0,0.0,1.0,91.0,0.0,-1,0,0,1,0,0,1,0,5,327
4923,5250,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1007
4924,5251,0.0,33.0,0.0,705.0,0.0,1905.0,13.0,0.0,1,0,0,1,0,0,1,0,6,1071
4925,5252,0.0,35.0,0.0,202.0,1309.0,60.0,0.0,0.0,1,0,0,1,1,0,0,1,6,1008
4926,5253,0.0,24.0,0.0,290.0,64.0,413.0,35.0,0.0,1,0,0,1,1,0,0,1,6,1009
4927,5254,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,202
4928,5254,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,2,202
4929,5254,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,6,82
4930,5254,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,202
4931,5255,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,1010
4932,5256,0.0,26.0,0.0,41.0,0.0,444.0,572.0,0.0,-1,0,0,1,0,0,1,1,4,159
4933,5257,0.0,43.0,0.0,0.0,1001.0,0.0,2393.0,0.0,-1,1,0,0,0,1,0,0,2,178
4934,5258,0.0,70.0,0.0,241.0,1065.0,0.0,2290.0,2.0,1,0,0,1,0,1,0,1,3,204
4935,5260,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,849
4936,5262,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,850
4937,5264,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,858
4938,5264,0.0,37.0,0.0,0.0,0.0,163.0,0.0,486.0,1,1,0,0,1,0,0,1,6,1012
4939,5265,0.0,15.0,0.0,0.0,400.0,0.0,0.0,702.0,-1,0,0,1,1,0,0,0,6,1073
4940,5266,0.0,20.0,0.0,0.0,290.0,0.0,1866.0,217.0,-1,1,0,0,0,1,0,1,1,64
4941,5266,0.0,36.0,1.0,13.0,196.0,3.0,0.0,12323.0,-1,1,0,0,0,1,0,1,3,205
4942,5268,0.0,14.0,0.0,0.0,56.0,173.72916912197996,0.0,2.0,1,0,0,1,1,0,0,1,6,1013
4943,5269,0.0,21.0,0.0,38.0,1.0,591.0,1.0,31.0,1,0,0,1,1,0,0,1,5,336
4944,5271,0.0,28.0,0.0,89.0,3.0,571.0,258.0,0.0,-1,0,0,1,1,0,0,0,6,1075
4945,5272,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,1076
4946,5273,0.0,26.0,0.0,0.0,0.0,827.0,1.0,0.0,-1,0,0,1,1,0,0,0,6,1077
4947,5274,0.0,25.0,0.0,662.0,34.0,0.0,79.0,148.0,-1,0,0,1,1,0,0,0,6,1078
4948,5275,0.0,29.0,0.0,0.0,10.0,0.0,594.0,120.0,-1,0,0,1,1,0,0,1,6,1014
4949,5276,0.0,39.0,1.0,0.0,2868.0,0.0,5.0,1968.0,1,1,0,0,0,1,0,0,2,179
4950,5277,0.0,18.0,0.0,0.0,0.0,0.0,87.0,1232.0,1,0,0,1,1,0,0,0,6,1079
4951,5278,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,203
4952,5279,0.0,28.0,0.0,467.0,458.0772032902468,0.0,0.0,307.0,-1,0,0,1,1,0,0,0,7,852
4953,5280,0.0,18.0,0.0,0.0,0.0,2728.0,0.0,304.8547912992357,1,0,0,1,1,0,0,1,6,1015
