,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Destination: 55 Cancri e,Destination: PSO J318.5-22,Destination: TRAPPIST-1e,HomePlanet: Earth,HomePlanet: Europa,HomePlanet: Mars,CabinSide: Starboard,CabinDeck,CabinNumber,Transported
3719,3995,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,655,1
3720,3996,0.0,24.0,0.0,16.0,0.0,1136.0,0.0,40.0,0,1,0,1,0,0,0,6,826,1
3721,3997,0.0,25.0,0.0,0.0,83.0,0.0,439.0,0.0,1,0,0,1,0,0,1,7,657,-1
3722,3998,0.0,28.0,0.0,89.0,4826.0,0.0,2.0,1598.0,1,0,0,0,1,0,0,3,129,1
3723,3999,0.0,25.0,0.0,0.0,1017.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,656,-1
3724,4000,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,658,1
3725,4000,0.0,25.0,0.0,20.0,0.0,424.0,0.0,359.0,0,0,1,1,0,0,1,6,757,-1
3726,4000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,658,1
3727,4001,0.0,58.0,0.0,0.0,0.0,970.0,0.0,0.0,0,0,1,1,0,0,1,6,758,1
3728,4001,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,659,1
3729,4001,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,659,1
3730,4001,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,659,-1
3732,4001,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,659,1
3734,4002,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,5,242,-1
3735,4003,0.0,22.0,0.0,1417.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,6,827,1
3736,4005,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,657,1
3737,4005,0.0,17.0,0.0,3.0,83.0,927.0,0.0,1.0,0,0,1,1,0,0,0,7,657,1
3738,4005,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,657,-1
3740,4005,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,657,1
3741,4005,0.0,16.0,0.0,4.0,0.0,2278.0,2.0,0.0,0,1,0,1,0,0,0,6,829,1
3743,4005,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,657,-1
3745,4006,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,660,1
3746,4006,0.0,59.0,0.0,400.0,0.0,126.0,0.0,158.0,0,1,0,1,0,0,1,6,759,1
3749,4008,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,760,1
3751,4010,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,658,-1
3752,4013,0.0,14.0,0.0,460.0,0.0,0.0,315.0,172.0,0,0,1,0,0,1,0,5,243,-1
3753,4014,0.0,42.0,0.0,0.0,456.0,1.0,1193.0,3039.0,0,0,1,0,1,0,0,2,125,-1
3754,4014,0.0,28.0,0.0,0.0,3238.0,0.0,750.0,2368.0,1,0,0,0,1,0,0,2,125,-1
3755,4016,0.0,34.0,0.0,309.0,542.0,0.0,0.0,55.0,1,0,0,1,0,0,1,5,268,-1
3757,4017,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,761,1
3759,4017,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,269,-1
3760,4017,0.0,23.0,0.0,931.0,0.0,134.0,0.0,421.0,0,0,1,0,0,1,1,6,761,-1
3762,4019,0.0,59.0,0.0,258.0,377.0,5.0,0.0,0.0,1,0,0,1,0,0,0,5,245,1
3763,4020,0.0,37.0,0.0,6498.0,1470.0,0.0,416.0,4174.0,1,0,0,0,1,0,0,2,126,-1
3764,4021,0.0,32.0,0.0,1843.0,0.0,662.0,0.0,0.0,0,0,1,0,0,1,0,6,832,-1
3765,4022,0.0,37.0,0.0,4.0,0.0,223.0,512.0,1.0,0,1,0,1,0,0,0,6,833,-1
3767,4026,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,154,1
3768,4027,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,659,1
3771,4030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,661,-1
3772,4030,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,661,-1
3773,4030,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,661,-1
3775,4031,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,131,1
3777,4033,0.0,49.0,0.0,2025.0,7167.0,0.0,2456.0,47.0,1,0,0,0,1,0,1,3,144,1
3778,4034,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,5,247,-1
3779,4035,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,662,1
3780,4036,0.0,22.0,0.0,7.0,61.0,110.0,708.0,0.0,0,0,1,1,0,0,1,7,662,-1
3781,4037,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,663,1
3782,4038,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,664,-1
3783,4039,0.0,24.0,0.0,714.0,0.0,4.0,49.0,11.0,0,0,1,1,0,0,1,6,764,-1
3787,4042,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,46,1
3789,4044,0.0,32.0,0.0,536.0,0.0,736.0,118.0,0.0,0,0,1,0,0,1,1,6,765,-1
3791,4044,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,765,1
3792,4045,0.0,49.0,0.0,1417.0,0.0,531.0,1348.0,192.0,0,0,1,0,0,1,0,4,135,-1
3793,4046,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,664,1
3794,4047,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,666,1
3795,4049,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,47,-1
3796,4050,0.0,36.0,0.0,0.0,1302.0,0.0,2067.0,10173.0,1,0,0,0,1,0,0,1,35,-1
3797,4053,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,668,1
3798,4055,0.0,21.0,0.0,3.0,34.0,600.0,0.0,8.0,0,0,1,1,0,0,0,6,836,-1
3799,4058,0.0,36.0,0.0,437.0,442.0,0.0,2.0,1.0,0,0,1,1,0,0,1,7,669,-1
3800,4060,0.0,54.0,0.0,880.0,2.0,531.0,2.0,0.0,0,0,1,1,0,0,0,6,838,-1
3801,4061,0.0,30.0,0.0,1851.0,0.0,378.0,0.0,155.0,0,0,1,0,0,1,1,4,130,-1
3802,4061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,766,1
3804,4063,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,670,1
3806,4065,0.0,25.0,0.0,1339.0,1.0,360.0,0.0,0.0,0,0,1,1,0,0,0,7,665,-1
3808,4066,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,155,1
3810,4069,0.0,24.0,0.0,0.0,0.0,2433.0,0.0,53.0,1,0,0,1,0,0,1,6,768,1
3814,4075,0.0,38.0,0.0,1901.0,1276.0,0.0,7561.0,12.0,0,0,1,0,1,0,1,3,145,-1
3815,4076,0.0,23.0,0.0,1616.0,0.0,1.0,0.0,2.0,0,0,1,1,0,0,0,5,250,-1
3817,4079,0.0,55.0,0.0,1680.0,0.0,1.0,0.0,6.0,1,0,0,0,0,1,1,6,771,-1
3818,4080,0.0,20.0,0.0,719.0,0.0,10.0,0.0,0.0,1,0,0,1,0,0,0,6,839,-1
3819,4081,0.0,50.0,0.0,451.0,132.0,195.0,31.0,0.0,1,0,0,1,0,0,0,7,668,-1
3820,4082,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,5,252,-1
3821,4083,0.0,21.0,0.0,0.0,6190.0,1828.0,7.0,35.0,0,0,1,0,1,0,1,3,146,1
3822,4084,0.0,26.0,0.0,0.0,1549.0,0.0,0.0,766.0,0,0,1,0,1,0,1,4,132,1
3823,4089,0.0,36.0,0.0,0.0,2177.0,0.0,1097.0,144.0,0,0,1,0,1,0,1,1,48,1
3824,4090,0.0,46.0,0.0,227.0,0.0,1546.0,3.0,2.0,0,0,1,0,0,1,1,4,133,1
3825,4091,0.0,26.0,0.0,0.0,586.0,1.0,0.0,58.0,0,0,1,1,0,0,1,6,772,1
3826,4093,0.0,24.0,0.0,0.0,20.0,0.0,14.0,659.0,0,0,1,1,0,0,0,6,841,-1
3827,4095,0.0,14.0,0.0,834.0,1080.0,3.0,183.0,208.0,1,0,0,1,0,0,0,7,671,-1
3828,4096,0.0,46.0,0.0,949.0,0.0,128.0,3.0,41.0,0,0,1,0,0,1,0,6,842,1
3829,4097,0.0,15.0,0.0,0.0,840.0,123.0,0.0,20.0,0,0,1,1,0,0,0,5,253,-1
3830,4098,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,672,-1
3832,4101,0.0,38.0,0.0,1100.0,43.0,163.0,3.0,0.0,0,0,1,0,0,1,1,6,773,-1
3833,4102,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,128,1
3834,4103,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,674,-1
3835,4104,0.0,41.0,0.0,1025.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,675,-1
3836,4106,0.0,43.0,0.0,0.0,831.0,78.0,0.0,0.0,0,0,1,1,0,0,1,7,675,1
3837,4107,0.0,23.0,0.0,0.0,0.0,489.0,5.0,276.0,0,0,1,1,0,0,1,7,676,-1
3838,4108,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,158,1
3841,4110,0.0,25.0,0.0,0.0,38.0,0.0,847.0,112.0,0,0,1,1,0,0,0,5,255,-1
3842,4112,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,678,1
3843,4113,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,129,1
3844,4113,0.0,45.0,0.0,0.0,2524.0,0.0,166.0,1.0,0,0,1,0,1,0,0,2,129,1
3845,4114,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,270,1
3846,4115,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,679,-1
3847,4116,0.0,21.0,0.0,40.0,0.0,736.0,0.0,0.0,0,0,1,1,0,0,1,6,774,1
3851,4128,0.0,54.0,1.0,111.0,0.0,1144.0,8.0,23.0,0,0,1,0,0,1,0,6,846,-1
3852,4128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,846,1
3854,4129,0.0,23.0,0.0,15.0,1.0,777.0,3.0,3.0,0,0,1,1,0,0,0,6,847,-1
3857,4132,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,678,-1
3859,4135,0.0,58.0,0.0,850.0,0.0,22.0,1493.0,0.0,0,0,1,0,0,1,1,6,777,-1
3860,4137,0.0,39.0,0.0,664.0,0.0,0.0,40.0,0.0,1,0,0,1,0,0,1,6,778,-1
3861,4140,0.0,23.0,0.0,40.0,15.0,30.0,0.0,637.0,0,1,0,1,0,0,0,6,851,-1
3862,4141,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,679,-1
3864,4143,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,5,258,-1
3865,4144,0.0,36.0,0.0,19.0,476.0,0.0,5.0,290.0,0,0,1,1,0,0,0,5,259,-1
3866,4145,0.0,13.0,0.0,16.0,0.0,87.0,544.0,0.0,0,1,0,1,0,0,0,6,852,-1
3868,4147,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,3,149,1
3870,4150,0.0,46.0,0.0,0.0,1029.0,0.0,0.0,0.0,0,0,1,1,0,0,1,6,780,1
3871,4151,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,683,1
3872,4152,0.0,35.0,0.0,89.0,0.0,0.0,545.0,0.0,0,0,1,1,0,0,0,6,853,-1
3873,4154,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,781,1
3875,4158,0.0,27.0,0.0,0.0,0.0,580.0,211.0,0.0,0,0,1,1,0,0,1,5,273,-1
3878,4163,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,683,1
3879,4165,0.0,37.0,0.0,246.0,0.0,703.0,5.0,0.0,0,0,1,1,0,0,0,7,685,1
3880,4166,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,132,1
3881,4166,0.0,58.0,1.0,0.0,279.0,3627.0,122.0,30.0,1,0,0,0,1,0,0,2,132,1
3883,4168,0.0,38.0,0.0,0.0,18.0,30.0,0.0,832.0,0,0,1,1,0,0,0,6,855,-1
3884,4168,0.0,28.0,0.0,0.0,241.0,6.0,0.0,542.0,0,0,1,1,0,0,0,5,260,-1
3885,4169,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,4,140,1
3886,4169,0.0,41.0,0.0,0.0,1562.0,0.0,2.0,16.0,0,0,1,0,1,0,0,4,140,1
3888,4171,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,686,-1
3889,4172,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,856,1
3890,4172,0.0,58.0,0.0,12.0,0.0,186.0,2436.0,4.0,0,0,1,0,0,1,0,6,856,-1
3892,4172,0.0,24.0,0.0,1363.0,0.0,50.0,0.0,0.0,1,0,0,0,0,1,0,6,856,-1
3893,4172,0.0,56.0,0.0,128.0,0.0,959.0,0.0,42.0,0,0,1,0,0,1,0,6,856,-1
3894,4172,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,856,1
3895,4172,0.0,19.0,0.0,154.0,170.0,2074.0,0.0,0.0,0,0,1,0,0,1,0,4,141,1
3896,4173,0.0,27.0,0.0,0.0,0.0,0.0,658.0,133.0,0,0,1,1,0,0,0,5,261,-1
3897,4174,0.0,47.0,0.0,59.0,1.0,327.0,557.0,0.0,0,0,1,1,0,0,0,6,857,-1
3898,4175,0.0,37.0,0.0,0.0,89.0,15.0,20.0,592.0,1,0,0,1,0,0,0,6,858,-1
3899,4176,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,859,1
3900,4176,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,859,1
3901,4176,0.0,20.0,0.0,760.0,0.0,742.0,352.0,0.0,0,0,1,0,0,1,0,6,859,1
3902,4176,0.0,38.0,0.0,490.0,663.0,358.0,855.0,0.0,0,0,1,0,0,1,0,6,859,-1
3903,4176,0.0,46.0,0.0,247.0,0.0,418.0,480.0,36.0,0,0,1,0,0,1,0,4,142,-1
3904,4176,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,859,1
3905,4176,0.0,24.0,0.0,612.0,326.0,46.0,87.0,0.0,1,0,0,0,0,1,0,6,859,1
3906,4177,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,161,1
3908,4177,0.0,44.0,0.0,36.0,588.0,0.0,1675.0,3597.0,1,0,0,0,1,0,1,2,161,-1
3909,4178,0.0,19.0,0.0,0.0,0.0,4.0,6.0,773.0,0,0,1,1,0,0,0,7,687,-1
3910,4179,0.0,30.0,1.0,0.0,1172.0,183.0,91.0,0.0,0,0,1,0,1,0,1,1,50,1
3911,4179,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,50,1
3912,4181,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,133,1
3915,4181,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,133,1
3916,4181,0.0,31.0,0.0,2.0,8747.0,0.0,4840.0,14485.0,1,0,0,0,1,0,0,3,133,-1
3917,4181,0.0,41.0,1.0,0.0,9463.0,0.0,1022.0,1562.0,1,0,0,0,1,0,0,3,133,1
3918,4182,0.0,33.0,0.0,0.0,2020.0,0.0,1817.0,182.0,1,0,0,0,1,0,1,1,51,-1
3919,4182,0.0,43.0,0.0,0.0,124.0,0.0,3975.0,186.0,0,0,1,0,1,0,1,1,51,-1
3920,4182,0.0,43.0,1.0,0.0,3172.0,0.0,26.0,4376.0,1,0,0,0,1,0,1,1,51,-1
3922,4184,0.0,19.0,0.0,558.0,0.0,353.0,0.0,8.0,1,0,0,1,0,0,0,6,860,-1
3923,4185,0.0,24.0,0.0,0.0,1725.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,688,1
3924,4186,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,685,1
3925,4188,0.0,23.0,0.0,1277.0,84.0,0.0,240.0,598.0,0,0,1,1,0,0,0,6,861,1
3926,4189,0.0,17.0,0.0,558.0,0.0,3.0,0.0,1226.0,1,0,0,1,0,0,1,7,686,-1
3927,4191,0.0,18.0,0.0,950.0,1.0,236.0,754.0,0.0,0,0,1,0,0,1,1,4,135,-1
3928,4194,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,6,862,1
3929,4196,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,688,1
3930,4197,0.0,66.0,0.0,610.0,2549.0,0.0,17.0,0.0,0,0,1,1,0,0,1,6,786,1
3931,4197,0.0,27.0,0.0,0.0,867.0,0.0,128.0,363.0,0,0,1,1,0,0,1,6,786,1
3932,4197,0.0,19.0,0.0,1620.0,0.0,4.0,0.0,82.0,0,0,1,1,0,0,1,7,689,-1
3933,4199,0.0,55.0,0.0,0.0,198.0,703.0,1.0,0.0,0,0,1,1,0,0,1,6,787,1
3934,4203,0.0,40.0,0.0,0.0,0.0,1.0,293.0,667.0,0,0,1,0,0,1,0,4,143,-1
3935,4204,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,691,1
3936,4204,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,691,-1
3937,4204,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,691,1
3938,4205,0.0,37.0,0.0,0.0,886.0,0.0,58.0,441.0,0,0,1,1,0,0,1,6,789,-1
3939,4206,0.0,22.0,0.0,0.0,13.0,524.0,7.0,0.0,0,0,1,1,0,0,0,6,865,-1
3941,4207,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,163,1
3942,4208,0.0,37.0,0.0,326.0,0.0,455.0,2.0,0.0,1,0,0,0,0,1,0,4,144,-1
3943,4210,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,151,1
3944,4210,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,151,1
3945,4211,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,134,1
3948,4214,0.0,23.0,0.0,3.0,343.0,0.0,4280.0,0.0,0,0,1,0,1,0,0,5,262,-1
3949,4215,0.0,34.0,1.0,992.0,0.0,14.0,0.0,0.0,0,0,1,0,0,1,0,4,145,-1
3950,4216,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,134,1
3952,4218,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,867,1
3955,4219,0.0,40.0,0.0,1268.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,868,-1
3956,4219,0.0,32.0,0.0,1331.0,416.0,0.0,665.0,64.0,0,0,1,0,0,1,0,6,868,-1
3957,4220,0.0,31.0,0.0,553.0,224.0,9.0,1.0,0.0,0,0,1,1,0,0,0,5,263,-1
3958,4221,0.0,13.0,0.0,27.0,81.0,1080.0,0.0,0.0,0,0,1,1,0,0,0,6,869,1
3959,4222,0.0,29.0,0.0,37.0,0.0,167.0,608.0,0.0,0,0,1,1,0,0,0,7,692,-1
3960,4222,0.0,28.0,0.0,0.0,53.0,0.0,732.0,6.0,0,0,1,1,0,0,0,5,264,-1
3961,4223,0.0,19.0,0.0,1184.0,88.0,0.0,0.0,334.0,1,0,0,0,0,1,1,6,790,1
3963,4225,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,5,266,-1
3964,4229,0.0,13.0,0.0,406.0,0.0,1670.0,0.0,427.0,1,0,0,1,0,0,0,6,872,-1
3965,4230,0.0,21.0,0.0,0.0,0.0,23.0,820.0,22.0,0,0,1,1,0,0,0,6,873,-1
3966,4231,0.0,24.0,0.0,0.0,0.0,1435.0,10.0,0.0,1,0,0,1,0,0,1,6,791,1
3967,4232,0.0,47.0,0.0,0.0,4983.0,0.0,173.0,43.0,0,0,1,0,1,0,1,2,164,1
3968,4233,0.0,27.0,0.0,0.0,144.0,76.0,184.0,3932.0,0,0,1,0,1,0,0,2,135,-1
3969,4237,0.0,18.0,0.0,0.0,0.0,774.0,0.0,13.0,0,0,1,1,0,0,1,5,277,1
3970,4238,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,165,1
3971,4239,0.0,68.0,0.0,0.0,1.0,223.0,580.0,0.0,0,0,1,1,0,0,0,6,875,-1
3973,4242,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,877,1
3974,4243,0.0,36.0,0.0,3002.0,21.0,150.0,0.0,0.0,0,0,1,0,0,1,1,4,136,-1
3975,4244,0.0,17.0,0.0,0.0,628.0,0.0,66.0,449.0,0,0,1,1,0,0,1,6,794,1
3976,4245,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,695,1
3977,4246,0.0,30.0,0.0,0.0,10.0,0.0,3840.0,329.0,0,0,1,1,0,0,0,7,693,-1
3978,4249,0.0,58.0,0.0,0.0,2946.0,0.0,101.0,387.0,0,0,1,0,1,0,1,2,166,1
3979,4249,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,166,1
3980,4249,0.0,20.0,0.0,354.0,1546.0,323.0,284.0,315.0,1,0,0,0,1,0,1,2,166,1
3982,4252,0.0,15.0,0.0,156.0,1.0,1132.0,192.0,33.0,0,0,1,1,0,0,1,6,795,1
3983,4253,0.0,30.0,0.0,488.0,0.0,242.0,0.0,79.0,0,0,1,1,0,0,0,7,696,-1
3984,4254,0.0,33.0,0.0,5493.0,9401.0,23.0,3013.0,303.0,1,0,0,0,1,0,0,2,136,-1
3985,4254,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,136,1
3986,4254,0.0,62.0,0.0,0.0,22.0,0.0,3314.0,22.0,0,0,1,0,1,0,0,2,136,-1
3987,4255,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,697,1
3988,4256,0.0,27.0,0.0,6.0,0.0,0.0,768.0,1141.0,0,0,1,1,0,0,0,6,880,-1
3989,4256,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,698,-1
3990,4256,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,698,1
3991,4256,0.0,19.0,0.0,571.0,0.0,0.0,97.0,813.0,0,0,1,1,0,0,0,6,880,1
3992,4256,0.0,37.0,0.0,0.0,0.0,115.0,671.0,0.0,0,0,1,1,0,0,0,7,698,-1
3993,4256,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,698,-1
3994,4256,0.0,29.0,0.0,13.0,0.0,664.0,74.0,101.0,0,0,1,1,0,0,0,7,698,-1
3995,4256,0.0,44.0,0.0,0.0,0.0,608.0,0.0,91.0,1,0,0,1,0,0,0,6,880,-1
3996,4257,0.0,19.0,0.0,0.0,265.0,882.0,2.0,293.0,0,0,1,1,0,0,0,6,881,-1
3997,4258,0.0,39.0,0.0,0.0,266.0,0.0,1254.0,197.0,0,0,1,0,1,0,0,1,37,-1
3999,4258,0.0,39.0,0.0,9.0,1525.0,0.0,0.0,146.0,0,0,1,0,1,0,0,1,37,-1
4000,4259,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,796,1
4001,4260,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,696,1
4002,4261,0.0,56.0,0.0,412.0,492.0,9.0,117.0,33.0,1,0,0,0,0,1,1,4,137,1
4003,4262,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,135,1
4004,4262,0.0,26.0,0.0,1.0,1269.0,4790.0,270.0,5116.0,1,0,0,0,1,0,0,3,135,-1
4005,4264,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1300.0,0,0,1,1,0,0,1,6,797,-1
4006,4266,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,697,1
4008,4267,0.0,32.0,0.0,0.0,0.0,1020.0,0.0,0.0,0,0,1,1,0,0,0,6,883,1
4010,4271,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,38,1
4011,4272,0.0,55.0,0.0,0.0,252.0,1.0,0.0,553.0,0,0,1,1,0,0,1,6,799,1
4012,4273,0.0,19.0,0.0,0.0,2.0,0.0,669.0,0.0,0,1,0,1,0,0,0,6,884,-1
4013,4274,0.0,24.0,0.0,0.0,717.0,222.0,8.0,1.0,0,0,1,1,0,0,1,7,698,1
4014,4278,0.0,32.0,0.0,401.0,3724.0,5.0,422.0,62.0,0,0,1,0,1,0,1,3,154,1
4015,4280,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,5,267,-1
4016,4289,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,890,1
4017,4291,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,701,-1
